date,time,timezone,MACB,source,sourcetype,type,user,host,short,desc,version,filename,inode,notes,format,extra
03/27/2018,08:34:32,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://inbox.google.com/?pli=1 (Inbox – jpinkman2018@gmail.com),https://inbox.google.com/?pli=1 (Inbox – jpinkman2018@gmail.com) [count: 2] Host: inbox.google.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (type count 2 times),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
03/27/2018,08:34:32,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://accounts.google.com/ServiceLogin?passive=1209600&osid=1&continue=http...,https://accounts.google.com/ServiceLogin?passive=1209600&osid=1&continue=https://inbox.google.com/?pli%3D1&followup=https://inbox.google.com/?pli%3D1 (Accedi - Google Account) [count: 0] Host: accounts.google.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
03/27/2018,08:34:47,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://inbox.google.com/?pli=1 (Inbox – jpinkman2018@gmail.com),https://inbox.google.com/?pli=1 (Inbox – jpinkman2018@gmail.com) [count: 2] Host: inbox.google.com Visit Source: [SOURCE_SYNCED] Type: [LINK - User clicked a link] (type count 2 times),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
03/27/2018,08:35:32,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://alexa.amazon.com/spa/index.html (Amazon Alexa),https://alexa.amazon.com/spa/index.html (Amazon Alexa) [count: 0] Host: alexa.amazon.com Visit Source: [SOURCE_SYNCED] Type: [FORM_SUBMIT - A form the user has submitted values to] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
03/27/2018,08:35:35,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://alexa.amazon.com/spa/index.html (Amazon Alexa),https://alexa.amazon.com/spa/index.html (Amazon Alexa) [count: 0] Host: alexa.amazon.com Visit Source: [SOURCE_SYNCED] Type: [LINK - User clicked a link] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
03/27/2018,08:55:39,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://play.spotify.com/ (Spotify Web Player),https://play.spotify.com/ (Spotify Web Player) [count: 0] Host: play.spotify.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
03/27/2018,08:55:39,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://open.spotify.com/ (Spotify Web Player),https://open.spotify.com/ (Spotify Web Player) [count: 0] Host: open.spotify.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
03/27/2018,08:55:39,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,http://play.spotify.com/ (Spotify Web Player),http://play.spotify.com/ (Spotify Web Player) [count: 1] Host: play.spotify.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (type count 1 time),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
03/27/2018,10:03:36,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,http://inbox.google.com/ (Inbox by Gmail),http://inbox.google.com/ (Inbox by Gmail) [count: 2] Host: inbox.google.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (type count 2 times),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
03/27/2018,10:03:36,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://inbox.google.com/u/0/ (Inbox by Gmail),https://inbox.google.com/u/0/ (Inbox by Gmail) [count: 0] Host: inbox.google.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
03/27/2018,11:38:09,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,http://172.16.42.1:1471/ (WiFi Pineapple),http://172.16.42.1:1471/ (WiFi Pineapple) [count: 3] Host: 172.16.42.1:1471 Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (type count 3 times),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
03/27/2018,11:38:09,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,http://172.16.42.1:1471/ (WiFi Pineapple),http://172.16.42.1:1471/ (WiFi Pineapple) [count: 3] Host: 172.16.42.1:1471 Visit Source: [SOURCE_SYNCED] Type: [LINK - User clicked a link] (type count 3 times),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
03/27/2018,12:23:52,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,http://alexa.amazon.com/ (Amazon Alexa),http://alexa.amazon.com/ (Amazon Alexa) [count: 4] Host: alexa.amazon.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (type count 4 times),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
03/27/2018,12:23:52,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://alexa.amazon.com/spa/index.html (Amazon Alexa),https://alexa.amazon.com/spa/index.html (Amazon Alexa) [count: 0] Host: alexa.amazon.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
03/27/2018,12:23:55,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://alexa.amazon.com/spa/index.html (Amazon Alexa),https://alexa.amazon.com/spa/index.html (Amazon Alexa) [count: 0] Host: alexa.amazon.com Visit Source: [SOURCE_SYNCED] Type: [LINK - User clicked a link] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
03/28/2018,13:31:19,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://arlo.netgear.com/ (Arlo Smart Home Security Cameras | Home Monitoring...,https://arlo.netgear.com/ (Arlo Smart Home Security Cameras | Home Monitoring | Arlo by NETGEAR) [count: 0] Host: arlo.netgear.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
03/28/2018,13:31:19,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,http://arlo.netgear.com/ (Arlo Smart Home Security Cameras | Home Monitoring ...,http://arlo.netgear.com/ (Arlo Smart Home Security Cameras | Home Monitoring | Arlo by NETGEAR) [count: 3] Host: arlo.netgear.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (type count 3 times),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
03/28/2018,13:31:20,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://arlo.netgear.com/ (Arlo Smart Home Security Cameras | Home Monitoring...,https://arlo.netgear.com/ (Arlo Smart Home Security Cameras | Home Monitoring | Arlo by NETGEAR) [count: 0] Host: arlo.netgear.com Visit Source: [SOURCE_SYNCED] Type: [LINK - User clicked a link] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/06/2018,10:42:04,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://inbox.google.com/ (Inbox – jpinkman2018@gmail.com),https://inbox.google.com/ (Inbox – jpinkman2018@gmail.com) [count: 0] Host: inbox.google.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/06/2018,10:42:04,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://www.google.com/gmail/ (Inbox – jpinkman2018@gmail.com),https://www.google.com/gmail/ (Inbox – jpinkman2018@gmail.com) [count: 0] Host: www.google.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/06/2018,10:42:04,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://mail.google.com/mail/ (Inbox – jpinkman2018@gmail.com),https://mail.google.com/mail/ (Inbox – jpinkman2018@gmail.com) [count: 0] Host: mail.google.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/06/2018,10:42:04,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://gmail.com/ (Inbox – jpinkman2018@gmail.com),https://gmail.com/ (Inbox – jpinkman2018@gmail.com) [count: 0] Host: gmail.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/06/2018,10:42:04,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,http://gmail.com/ (Inbox – jpinkman2018@gmail.com),http://gmail.com/ (Inbox – jpinkman2018@gmail.com) [count: 3] Host: gmail.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (type count 3 times),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/06/2018,10:42:05,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://inbox.google.com/ (Inbox – jpinkman2018@gmail.com),https://inbox.google.com/ (Inbox – jpinkman2018@gmail.com) [count: 0] Host: inbox.google.com Visit Source: [SOURCE_SYNCED] Type: [LINK - User clicked a link] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/06/2018,10:42:05,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://inbox.google.com/ (Inbox – jpinkman2018@gmail.com),https://inbox.google.com/ (Inbox – jpinkman2018@gmail.com) [count: 0] Host: inbox.google.com Visit Source: [SOURCE_SYNCED] Type: [LINK - User clicked a link] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/09/2018,08:13:19,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://inbox.google.com/ (Inbox – jpinkman2018@gmail.com),https://inbox.google.com/ (Inbox – jpinkman2018@gmail.com) [count: 0] Host: inbox.google.com Visit Source: [SOURCE_SYNCED] Type: [AUTO_BOOKMARK - Got through a suggestion in the UI] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/09/2018,08:13:19,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://mail.google.com/mail/ (Inbox – jpinkman2018@gmail.com),https://mail.google.com/mail/ (Inbox – jpinkman2018@gmail.com) [count: 0] Host: mail.google.com Visit Source: [SOURCE_SYNCED] Type: [AUTO_BOOKMARK - Got through a suggestion in the UI] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/09/2018,08:13:21,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://inbox.google.com/ (Inbox – jpinkman2018@gmail.com),https://inbox.google.com/ (Inbox – jpinkman2018@gmail.com) [count: 0] Host: inbox.google.com Visit Source: [SOURCE_SYNCED] Type: [LINK - User clicked a link] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/09/2018,08:13:21,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://inbox.google.com/ (Inbox – jpinkman2018@gmail.com),https://inbox.google.com/ (Inbox – jpinkman2018@gmail.com) [count: 0] Host: inbox.google.com Visit Source: [SOURCE_SYNCED] Type: [LINK - User clicked a link] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/09/2018,18:57:31,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://transmission.Pinkman.ch/ (Accedi),https://transmission.Pinkman.ch/ (Accedi) [count: 0] Host: transmission.Pinkman.ch Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/09/2018,18:57:31,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://aai.Pinkman.ch/adfs/ls?version=1.0&action=signin&realm=urn%3AAppProxy...,https://aai.Pinkman.ch/adfs/ls?version=1.0&action=signin&realm=urn%3AAppProxy%3Acom&appRealm=8ed200d8-b61b-e811-8977-00155d01144d&returnUrl=https%3A%2F%2Ftransmission.Pinkman.ch%2F&client-request-id=21899236-D019-0000-29A5-892119D0D301 (kettu) [count: 0] Host: aai.Pinkman.ch Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/09/2018,18:57:31,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,http://transmission.Pinkman.ch/ (Accedi),http://transmission.Pinkman.ch/ (Accedi) [count: 1] Host: transmission.Pinkman.ch Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (type count 1 time),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/09/2018,18:57:41,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://aai.Pinkman.ch/adfs/ls?version=1.0&action=signin&realm=urn%3AAppProxy...,https://aai.Pinkman.ch/adfs/ls?version=1.0&action=signin&realm=urn%3AAppProxy%3Acom&appRealm=8ed200d8-b61b-e811-8977-00155d01144d&returnUrl=https%3A%2F%2Ftransmission.Pinkman.ch%2F&client-request-id=21899236-D019-0000-29A5-892119D0D301 (kettu) [count: 0] Host: aai.Pinkman.ch Visit Source: [SOURCE_SYNCED] Type: [FORM_SUBMIT - A form the user has submitted values to] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/17/2018,08:59:41,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,http://172.16.42.1:1471/ (WiFi Pineapple),http://172.16.42.1:1471/ (WiFi Pineapple) [count: 3] Host: 172.16.42.1:1471 Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (type count 3 times),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/17/2018,08:59:42,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,http://172.16.42.1:1471/ (WiFi Pineapple),http://172.16.42.1:1471/ (WiFi Pineapple) [count: 3] Host: 172.16.42.1:1471 Visit Source: [SOURCE_SYNCED] Type: [LINK - User clicked a link] (type count 3 times),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/17/2018,09:18:27,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://www.google.ch/search?q=iptables+interface&oq=sslsplit+interface&aqs=c...,https://www.google.ch/search?q=iptables+interface&oq=sslsplit+interface&aqs=chrome..69i57j69i60.6379j0j7&sourceid=chrome&ie=UTF-8 (iptables interface - Cerca con Google) [count: 1] Host: www.google.ch Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (type count 1 time),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/17/2018,09:33:04,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,http://172.16.42.1:1471/ (WiFi Pineapple),http://172.16.42.1:1471/ (WiFi Pineapple) [count: 3] Host: 172.16.42.1:1471 Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (type count 3 times),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/17/2018,12:00:34,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://inbox.google.com/ (Inbox – jpinkman2018@gmail.com),https://inbox.google.com/ (Inbox – jpinkman2018@gmail.com) [count: 0] Host: inbox.google.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/17/2018,12:00:34,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://mail.google.com/mail/ (Inbox – jpinkman2018@gmail.com),https://mail.google.com/mail/ (Inbox – jpinkman2018@gmail.com) [count: 0] Host: mail.google.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/17/2018,12:00:34,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://www.google.com/gmail/ (Inbox – jpinkman2018@gmail.com),https://www.google.com/gmail/ (Inbox – jpinkman2018@gmail.com) [count: 0] Host: www.google.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/17/2018,12:00:34,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,http://gmail.com/ (Inbox – jpinkman2018@gmail.com),http://gmail.com/ (Inbox – jpinkman2018@gmail.com) [count: 3] Host: gmail.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (type count 3 times),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/17/2018,12:00:34,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://gmail.com/ (Inbox – jpinkman2018@gmail.com),https://gmail.com/ (Inbox – jpinkman2018@gmail.com) [count: 0] Host: gmail.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/17/2018,12:00:35,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://inbox.google.com/ (Inbox – jpinkman2018@gmail.com),https://inbox.google.com/ (Inbox – jpinkman2018@gmail.com) [count: 0] Host: inbox.google.com Visit Source: [SOURCE_SYNCED] Type: [LINK - User clicked a link] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/17/2018,12:00:36,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://inbox.google.com/ (Inbox – jpinkman2018@gmail.com),https://inbox.google.com/ (Inbox – jpinkman2018@gmail.com) [count: 0] Host: inbox.google.com Visit Source: [SOURCE_SYNCED] Type: [LINK - User clicked a link] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/17/2018,12:06:42,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,http://nest.com/it/ (Nest | Crea una casa connessa),http://nest.com/it/ (Nest | Crea una casa connessa) [count: 0] Host: nest.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/17/2018,12:06:42,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://nest.com/it/ (Nest | Crea una casa connessa),https://nest.com/it/ (Nest | Crea una casa connessa) [count: 0] Host: nest.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/17/2018,12:06:42,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,http://nest.com/ (Nest | Crea una casa connessa),http://nest.com/ (Nest | Crea una casa connessa) [count: 5] Host: nest.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (type count 5 times),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/17/2018,12:06:42,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://nest.com/ (Nest | Crea una casa connessa),https://nest.com/ (Nest | Crea una casa connessa) [count: 0] Host: nest.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (URL not typed directly - no typed count),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/17/2018,12:07:11,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://store.nest.com/ch/it/account/orders (Page Not Found),https://store.nest.com/ch/it/account/orders (Page Not Found) [count: 1] Host: store.nest.com Visit Source: [SOURCE_SYNCED] Type: [TYPED - User typed the URL in the URL bar] (type count 1 time),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
04/17/2018,12:07:12,UTC,.A..,WEBHIST,Chrome History,Page Visited,-,-,https://store.nest.com/ch/it/account/orders (Page Not Found),https://store.nest.com/ch/it/account/orders (Page Not Found) [count: 1] Host: store.nest.com Visit Source: [SOURCE_SYNCED] Type: [LINK - User clicked a link] (type count 1 time),2,OS:/mnt/ewf/data/com.android.chrome/app_chrome/Default/History,718488,-,sqlite/chrome_history,sha256_hash: a8ea4643134d8887fd0afad3a8cc6710f6d1b741347802491d10fcba3886a502 
